date,value
2023-07-08,120.78075441963524
2023-07-09,113.4053498427594
2023-07-10,121.04122601707782
2023-07-11,105.9115997863889
2023-07-12,114.79766255350876
2023-07-13,110.56544947842976
2023-07-14,98.9168236341538
2023-07-15,99.64554813572836
2023-07-16,99.64557849572428
2023-07-17,95.69479757334896
2023-07-18,85.73596490469318
2023-07-19,78.23501224265443
2023-07-20,85.12292480990213
2023-07-21,86.42793233608482
2023-07-22,79.41747995648474
2023-07-23,84.36612152866365
2023-07-24,83.69315262778724
2023-07-25,91.4398364201443
2023-07-26,98.15817748352023
2023-07-27,98.67944938683047
2023-07-28,103.04115608810176
2023-07-29,111.95457106748574
2023-07-30,113.19488684844293
2023-07-31,115.50814118221896
2023-08-01,124.42651401579218
2023-08-02,119.1939616404663
2023-08-03,121.89561347691351
2023-08-04,123.55164971309394
2023-08-05,126.46260455305007
2023-08-06,136.5982934587631
2023-08-07,132.5790478270464
2023-08-08,128.28617721084643
2023-08-09,113.55680482834016
2023-08-10,126.00563203559493
2023-08-11,125.47536379685585
2023-08-12,108.0936712795405
2023-08-13,122.57282278411645
2023-08-14,99.2008067100391
2023-08-15,105.43274818757386
2023-08-16,101.65797336755371
2023-08-17,96.79404234975057
2023-08-18,85.67466396652058
2023-08-19,95.29420697023548
2023-08-20,77.92882363925702
2023-08-21,102.59104812789212
2023-08-22,88.61833774234488
2023-08-23,100.50353617649047
2023-08-24,93.21547287435345
2023-08-25,104.87984646429592
2023-08-26,103.80106516565527
2023-08-27,115.22643779195644
2023-08-28,117.40039514775452
2023-08-29,116.90032809863798
2023-08-30,131.07156059032022
2023-08-31,131.52835017876217
2023-09-01,133.41538310897076
2023-09-02,131.71396013114747
2023-09-03,136.69698638191855
2023-09-04,130.87306959036545
2023-09-05,141.22249522141317
2023-09-06,139.01263463249128
2023-09-07,136.95286437417263
2023-09-08,135.83145254287342
2023-09-09,139.22662789590393
2023-09-10,136.47172114999748
2023-09-11,126.0608160937396
2023-09-12,121.92188282820466
2023-09-13,125.10456427277575
2023-09-14,110.33981896778326
2023-09-15,108.8239390470661
2023-09-16,105.03396479195246
2023-09-17,104.66189109639622
2023-09-18,99.3052116094939
2023-09-19,102.32200461498513
2023-09-20,101.65440605938728
2023-09-21,105.27423596124933
2023-09-22,112.04394158492097
2023-09-23,119.32237490148637
2023-09-24,104.75547085100821
2023-09-25,115.24992305440465
2023-09-26,113.47318318312256
2023-09-27,127.97277303579969
2023-09-28,122.4209581949876
2023-09-29,132.76321025309403
2023-09-30,133.00337975046872
2023-10-01,139.72274940702502
2023-10-02,145.81141321899608
2023-10-03,145.01674815495596
2023-10-04,143.44215174865036
2023-10-05,136.0209199219238
2023-10-06,153.10064891734115
2023-10-07,136.4656595425068
2023-10-08,131.83219614942297
2023-10-09,142.4651867116078
2023-10-10,142.03819409617253
2023-10-11,133.94195513189888
2023-10-12,133.20758715459118
2023-10-13,124.70840767988781
2023-10-14,117.86281638993758
2023-10-15,121.05192844336241
2023-10-16,112.02366437967476
2023-10-17,112.52629722078039
2023-10-18,116.31419402645214
2023-10-19,113.9897554593883
2023-10-20,113.69717020275696
2023-10-21,113.93269094821606
2023-10-22,110.97434567996083
2023-10-23,120.65975274555191
2023-10-24,115.05026816277433
2023-10-25,119.80772498587879
2023-10-26,130.28659061418918
2023-10-27,134.6326967028637
2023-10-28,139.43485687528553
2023-10-29,134.78350603387582
2023-10-30,136.58694731573294
2023-10-31,151.13918100968888
2023-11-01,146.89361730160843
2023-11-02,161.2663789832706
2023-11-03,148.98068713904058
2023-11-04,158.6589896827686
2023-11-05,150.71320062211774
2023-11-06,154.8614240093306
2023-11-07,155.53435861952653
2023-11-08,144.03053650259164
2023-11-09,141.09821433543866
2023-11-10,137.1677365196084
2023-11-11,132.5066168572517
2023-11-12,132.5824946503086
2023-11-13,130.0024044118601
2023-11-14,125.03446172785293
2023-11-15,127.04133106252998
2023-11-16,115.68673201386876
2023-11-17,123.24262279114828
2023-11-18,122.14972177394452
2023-11-19,121.07451698554398
2023-11-20,114.07924320561074
2023-11-21,123.06249553402886
2023-11-22,128.12398245686666
2023-11-23,116.36717557092577
2023-11-24,135.56958684998676
2023-11-25,131.2403279480197
2023-11-26,145.09244317351934
2023-11-27,151.22622055597012
2023-11-28,154.21445192373457
2023-11-29,153.81700741130084
2023-11-30,154.58787617088797
2023-12-01,155.9570129791562
2023-12-02,163.89965812434247
2023-12-03,153.69875306151175
2023-12-04,159.86377903500698
2023-12-05,164.3218299053001
2023-12-06,161.39097829617097
2023-12-07,152.70998555395317
2023-12-08,151.1460276079569
2023-12-09,147.0291727846425
2023-12-10,154.3927680210517
2023-12-11,149.98043318634302
2023-12-12,155.0111692337911
2023-12-13,144.82791669766343
2023-12-14,139.3659090909212
2023-12-15,130.79319775527168
2023-12-16,131.67379132723963
2023-12-17,125.97668389742923
2023-12-18,126.28842444660073
2023-12-19,121.50742208833535
2023-12-20,124.3151168410296
2023-12-21,122.93137594990388
2023-12-22,136.42755484109253
2023-12-23,137.94763100452252
2023-12-24,146.25448096291146
2023-12-25,141.04394819801848
2023-12-26,150.592354870018
2023-12-27,152.44478962215112
2023-12-28,150.0756158169266
2023-12-29,154.77684992674716
2023-12-30,158.20291074627298
2023-12-31,158.9260586585599
